6.217678591390005671e+00,1.469288038606539430e+02
3.449156705228606512e+00,4.374231718801747348e+01
1.264811003952033275e+00,1.205235801438187693e+01
1.950870002171952722e+00,6.110534423960232608e+00
8.347153031755974339e+00,1.248690210792104835e+02
2.723132848714136856e+00,3.536791657715153292e+01
7.807958204878977071e+00,2.013043117956303831e+02
7.136756601284139911e+00,1.689135826955720745e+02
9.229904351525142658e+00,2.770002872028034631e+02
1.184088186074373494e+00,1.352598803752840695e+01
6.804170705058437463e+00,9.018715369750054833e+01
5.187007439763914540e+00,4.285738168773166734e+01
1.474016138652611829e+00,9.803738144574317914e+00
7.890006187969013318e+00,1.120807343219374843e+02
7.649189900648201146e+00,1.463311237808276815e+02
2.366595116786449626e+00,3.646788861473996235e+01
9.686957827959716383e+00,2.719687298598798293e+02
9.823857470451798690e+00,2.053723819925466785e+02
1.476038544204748559e+00,7.707329231088996480e+00
5.357485313590104603e+00,1.245458716077245640e+02
6.148514298955736201e+00,1.028509677377264921e+02
1.492395015398612079e+00,1.975346689385479237e+01
8.229271936785410801e+00,2.537353323903033697e+02
5.363853887277837629e+00,8.279536438713371638e+01
4.238888817201466708e+00,5.357102342127708283e+01
9.469895360213753666e-01,7.247827550203284730e+00
4.022944351703070964e+00,7.398688756061537219e+01
4.018259682453809489e+00,6.699496579984939615e+01
8.580539288241043394e+00,1.919124861768253254e+02
1.822469903870417296e+00,1.363133374814912990e+01
5.075792824959784788e+00,5.607740327711264428e+01
7.733146282881204314e+00,1.699358710543250197e+02
2.204039491476637913e+00,3.870979365543399808e+01
4.412430535731993508e+00,5.751668687909227629e+01
4.839061711661097220e+00,3.240239260367603435e+01
7.445931780365828700e+00,1.530060145041722137e+02
7.851647314412043777e+00,1.671185350901009485e+02
7.391632303159227924e+00,1.628950120655791238e+02
2.540007603462678176e+00,1.083671382765004942e+01
2.250628952580916220e+00,8.266178982554610144e+00
7.480520749655118706e+00,2.457290306946646865e+02
4.111995290114889290e-01,6.064695189216829263e+00
1.950713949849403051e-01,9.219918939712636430e+00
6.571879382507775702e+00,1.100459286426703613e+02
4.153072589282203353e+00,2.598712341324504749e+01
2.143643164022753567e+00,1.618172642206127421e+01
3.909997520187156184e+00,6.066228023300692485e+01
4.668491346373691009e+00,9.990020365765624888e+01
8.503725560986719501e+00,2.309805257174922417e+02
1.251230655151280846e-01,6.187847558855546382e+00
4.016258726967092407e-02,7.301185349522917534e+00
5.585869314637720073e+00,5.095804250805506541e+01
2.949037275298438399e-01,6.923081211722413641e+00
7.574149572529106145e+00,2.704953032334859699e+02
1.561939983607788518e+00,7.832133616536246734e+00
7.238744235151623130e+00,9.853916597938528810e+01
8.314598345041741112e+00,1.428317914027391566e+02
3.543553663188009573e+00,5.828257911476254094e+01
3.733057923376287057e+00,3.504004617646214115e+01
6.071246938353325184e+00,9.805657454583496246e+01
6.013322735002269326e+00,4.005778798288356057e+01
1.062441132990894488e+00,8.362415556722737620e+00
7.723282205756422769e+00,1.423081180840872833e+02
7.058017072546418635e-01,7.923076652925868046e+00
3.629523818607518493e+00,2.241917883868271844e+01
8.301798529551003725e+00,2.192129687683458883e+02
1.828619307775269931e+00,2.528504573711028769e+01
2.155728945188464252e+00,2.585476525391113611e+01
7.340940237496054621e+00,1.057064744423523308e+02
3.046686287621708011e+00,1.082552196616134310e+01
7.107979986020274143e-01,6.948530428710954610e+00
6.515209360832464824e+00,1.341177358057306037e+02
3.711719317703629173e+00,4.095919814726967445e+01
4.963489026695810935e-01,1.042882701299482662e+01
7.395505141561709017e+00,1.417685954410524403e+02
1.527747168838631264e+00,1.820231620881203227e+01
9.202299367958818976e+00,2.076369995315421875e+02
4.362535024360022717e+00,5.468607031061812052e+01
8.125858532738858386e+00,2.133678061632354854e+02
5.016896943256599073e+00,9.371433171294683007e+01
8.614172519412393925e+00,1.982925212645546367e+02
2.132792384568512389e+00,2.436219971702577425e+01
1.246245377686772127e+00,1.603574583256304109e+01
1.622986934038849194e+00,2.042972309103274497e+01
1.754993553366146486e+00,2.276199328336910810e+01
1.090122358617976461e+00,5.992700728550969025e+00
8.052013165149391583e+00,1.702282456000883997e+02
1.716372777748155221e+00,8.852649518584694732e+00
6.610867164757627812e+00,1.239652680445883703e+02
2.047749057936141259e+00,2.832088450859004780e+01
5.857447358223767608e+00,1.067621967717314533e+02
8.149742769485127880e+00,2.061225373349034271e+02
1.184331513710576989e+00,6.350131435475851127e+00
5.748062359908258756e+00,8.958973447983436245e+01
1.545939321037484993e+00,1.546833090822650192e+01
2.434269458575779588e+00,2.930330403843234421e+01
2.745777125262697460e+00,1.066330040428735693e+01
2.166230379240642101e+00,6.011919704382888696e+00
9.910180759410812001e+00,3.238335696472623226e+02
5.883229139686653397e+00,9.837797681665045957e+01
